bone,gender,type,probability,sensitivity,specificity
fibula,male,sd,0.0085038,1,0.594
fibula,male,sd,0.0109757,0.981,0.594
fibula,male,sd,0.0125927,0.981,0.583
fibula,male,sd,0.0133736,0.981,0.573
fibula,male,sd,0.0138242,0.981,0.563
fibula,male,sd,0.0153152,0.981,0.552
fibula,male,sd,0.0168765,0.981,0.542
fibula,male,sd,0.0181625,0.981,0.531
fibula,male,sd,0.0198361,0.981,0.521
fibula,male,sd,0.022574,0.981,0.51
fibula,male,sd,0.0273779,0.981,0.5
fibula,male,sd,0.0301835,0.981,0.49
fibula,male,sd,0.0306,0.981,0.479
fibula,male,sd,0.0321079,0.981,0.469
fibula,male,sd,0.0370731,0.981,0.458
fibula,male,sd,0.0467812,0.981,0.448
fibula,male,sd,0.0536832,0.962,0.448
fibula,male,sd,0.0549229,0.962,0.438
fibula,male,sd,0.0601697,0.962,0.427
fibula,male,sd,0.0658332,0.962,0.417
fibula,male,sd,0.0667011,0.962,0.406
fibula,male,sd,0.067636,0.962,0.396
fibula,male,sd,0.0689754,0.942,0.396
fibula,male,sd,0.0726822,0.942,0.385
fibula,male,sd,0.0825717,0.942,0.375
fibula,male,sd,0.0923459,0.942,0.365
fibula,male,sd,0.1001037,0.942,0.354
fibula,male,sd,0.107471,0.942,0.344
fibula,male,sd,0.1136704,0.942,0.333
fibula,male,sd,0.1207179,0.923,0.333
fibula,male,sd,0.129798,0.923,0.323
fibula,male,sd,0.1385599,0.923,0.313
fibula,male,sd,0.148481,0.923,0.302
fibula,male,sd,0.157833,0.923,0.292
fibula,male,sd,0.1724448,0.923,0.281
fibula,male,sd,0.1923937,0.923,0.271
fibula,male,sd,0.2064436,0.923,0.26
fibula,male,sd,0.2210753,0.923,0.25
fibula,male,sd,0.2316352,0.923,0.24
fibula,male,sd,0.242065,0.923,0.229
fibula,male,sd,0.2528242,0.923,0.219
fibula,male,sd,0.2703323,0.923,0.208
fibula,male,sd,0.2938237,0.923,0.198
fibula,male,sd,0.3099551,0.923,0.188
fibula,male,sd,0.3319361,0.904,0.188
fibula,male,sd,0.3483234,0.904,0.177
fibula,male,sd,0.3515909,0.885,0.177
fibula,male,sd,0.3545693,0.865,0.177
fibula,male,sd,0.3597979,0.865,0.167
fibula,male,sd,0.3763981,0.865,0.156
fibula,male,sd,0.3958831,0.865,0.146
fibula,male,sd,0.4075948,0.865,0.135
fibula,male,sd,0.4167368,0.865,0.125
fibula,male,sd,0.4251543,0.846,0.125
fibula,male,sd,0.4324191,0.846,0.115
fibula,male,sd,0.446283,0.827,0.115
fibula,male,sd,0.4670418,0.827,0.104
fibula,male,sd,0.4909589,0.827,0.094
fibula,male,sd,0.5084166,0.827,0.083
fibula,male,sd,0.5171192,0.827,0.073
fibula,male,sd,0.5328895,0.808,0.073
fibula,male,sd,0.5527061,0.788,0.073
fibula,male,sd,0.5648124,0.788,0.063
fibula,male,sd,0.591406,0.788,0.052
fibula,male,sd,0.6170906,0.769,0.052
fibula,male,sd,0.6291671,0.75,0.052
fibula,male,sd,0.6520531,0.731,0.052
fibula,male,sd,0.677271,0.712,0.052
fibula,male,sd,0.6941856,0.712,0.042
fibula,male,sd,0.7029336,0.692,0.042
fibula,male,sd,0.7274285,0.692,0.031
fibula,male,sd,0.7549911,0.692,0.021
fibula,male,sd,0.7643699,0.692,0.01
fibula,male,sd,0.7711966,0.673,0.01
fibula,male,sd,0.7772029,0.654,0.01
fibula,male,sd,0.7935138,0.635,0.01
fibula,male,sd,0.8196868,0.615,0.01
fibula,male,sd,0.8303389,0.596,0.01
fibula,male,sd,0.8335184,0.596,0
fibula,male,sd,0.8445943,0.577,0
fibula,male,sd,0.8535455,0.558,0
fibula,male,sd,0.8560738,0.538,0
fibula,male,sd,0.860598,0.519,0
fibula,male,sd,0.8652035,0.5,0
fibula,male,sd,0.8680643,0.481,0
fibula,male,sd,0.8716362,0.462,0
fibula,male,sd,0.8740693,0.442,0
fibula,male,sd,0.8744824,0.423,0
fibula,male,sd,0.8763799,0.404,0
fibula,male,sd,0.8827095,0.385,0
fibula,male,sd,0.8922091,0.365,0
fibula,male,sd,0.897293,0.346,0
fibula,male,sd,0.9006082,0.327,0
fibula,male,sd,0.9043075,0.308,0
fibula,male,sd,0.9062633,0.288,0
fibula,male,sd,0.9079701,0.269,0
fibula,male,sd,0.9093068,0.25,0
fibula,male,sd,0.9117824,0.231,0
fibula,male,sd,0.9143155,0.212,0
fibula,male,sd,0.9190902,0.192,0
fibula,male,sd,0.924304,0.173,0
fibula,male,sd,0.9269531,0.154,0
fibula,male,sd,0.9342784,0.135,0
fibula,male,sd,0.9430037,0.115,0
fibula,male,sd,0.9457948,0.096,0
fibula,male,sd,0.9509151,0.077,0
fibula,male,sd,0.9567281,0.058,0
fibula,male,sd,0.9586356,0.038,0
fibula,male,sd,0.9619589,0.019,0
fibula,male,sd,1,0,0
fibula,male,both,0,1,1
fibula,male,both,0.0000002,1,0.99
fibula,male,both,0.0000006,1,0.979
fibula,male,both,0.0000014,1,0.969
fibula,male,both,0.0000023,1,0.958
fibula,male,both,0.0000028,1,0.948
fibula,male,both,0.0000033,1,0.938
fibula,male,both,0.0000039,1,0.927
fibula,male,both,0.0000046,1,0.917
fibula,male,both,0.0000122,1,0.906
fibula,male,both,0.0000215,1,0.896
fibula,male,both,0.0000296,1,0.885
fibula,male,both,0.0000365,1,0.875
fibula,male,both,0.0000731,1,0.865
fibula,male,both,0.0001204,1,0.854
fibula,male,both,0.0001477,1,0.844
fibula,male,both,0.000187,1,0.833
fibula,male,both,0.0003336,1,0.823
fibula,male,both,0.0005403,1,0.813
fibula,male,both,0.0006393,1,0.802
fibula,male,both,0.000722,1,0.792
fibula,male,both,0.0009665,1,0.781
fibula,male,both,0.0011743,1,0.771
fibula,male,both,0.0013387,1,0.76
fibula,male,both,0.0014935,1,0.75
fibula,male,both,0.001517,1,0.74
fibula,male,both,0.0016479,1,0.729
fibula,male,both,0.0017898,1,0.719
fibula,male,both,0.0019263,1,0.708
fibula,male,both,0.0021581,1,0.698
fibula,male,both,0.0023458,1,0.688
fibula,male,both,0.002517,1,0.677
fibula,male,both,0.0026736,1,0.667
fibula,male,both,0.0027526,1,0.656
fibula,male,both,0.0027674,1,0.646
fibula,male,both,0.0033461,1,0.635
fibula,male,both,0.0049787,1,0.625
fibula,male,both,0.0068675,1,0.615
fibula,male,both,0.0090909,1,0.604
fibula,male,both,0.0108194,1,0.594
fibula,male,both,0.0114629,1,0.583
fibula,male,both,0.0117854,1,0.573
fibula,male,both,0.0120245,1,0.563
fibula,male,both,0.0140446,1,0.552
fibula,male,both,0.0168627,1,0.542
fibula,male,both,0.0183195,1,0.531
fibula,male,both,0.0194526,1,0.521
fibula,male,both,0.0206961,1,0.51
fibula,male,both,0.0215327,1,0.5
fibula,male,both,0.0223892,1,0.49
fibula,male,both,0.02312,0.981,0.49
fibula,male,both,0.0233994,0.981,0.479
fibula,male,both,0.0237576,0.962,0.479
fibula,male,both,0.0243214,0.962,0.469
fibula,male,both,0.026559,0.962,0.458
fibula,male,both,0.0289849,0.962,0.448
fibula,male,both,0.0301366,0.962,0.438
fibula,male,both,0.0309206,0.962,0.427
fibula,male,both,0.0325083,0.962,0.417
fibula,male,both,0.0388629,0.962,0.406
fibula,male,both,0.0482764,0.942,0.406
fibula,male,both,0.056873,0.942,0.396
fibula,male,both,0.0649706,0.942,0.385
fibula,male,both,0.0694697,0.942,0.375
fibula,male,both,0.0726205,0.942,0.365
fibula,male,both,0.0829096,0.942,0.354
fibula,male,both,0.0914121,0.942,0.344
fibula,male,both,0.1075012,0.942,0.333
fibula,male,both,0.1256731,0.942,0.323
fibula,male,both,0.131117,0.942,0.313
fibula,male,both,0.1336763,0.942,0.302
fibula,male,both,0.1360339,0.923,0.302
fibula,male,both,0.1388455,0.923,0.292
fibula,male,both,0.1461482,0.923,0.281
fibula,male,both,0.1589412,0.923,0.271
fibula,male,both,0.1678486,0.923,0.26
fibula,male,both,0.1736804,0.923,0.25
fibula,male,both,0.1803634,0.923,0.24
fibula,male,both,0.1943969,0.923,0.229
fibula,male,both,0.2071539,0.923,0.219
fibula,male,both,0.2131458,0.923,0.208
fibula,male,both,0.2168669,0.923,0.198
fibula,male,both,0.2197224,0.923,0.188
fibula,male,both,0.2305189,0.923,0.177
fibula,male,both,0.239097,0.923,0.167
fibula,male,both,0.2424018,0.923,0.156
fibula,male,both,0.2554857,0.904,0.156
fibula,male,both,0.2842726,0.904,0.146
fibula,male,both,0.3205548,0.904,0.135
fibula,male,both,0.3450083,0.904,0.125
fibula,male,both,0.3586962,0.904,0.115
fibula,male,both,0.3701795,0.904,0.104
fibula,male,both,0.378419,0.904,0.094
fibula,male,both,0.3880277,0.885,0.094
fibula,male,both,0.4281904,0.865,0.094
fibula,male,both,0.4760644,0.846,0.094
fibula,male,both,0.4910936,0.846,0.083
fibula,male,both,0.5287842,0.827,0.083
fibula,male,both,0.5850232,0.827,0.073
fibula,male,both,0.6076483,0.827,0.063
fibula,male,both,0.6159894,0.827,0.052
fibula,male,both,0.634595,0.827,0.042
fibula,male,both,0.6577687,0.808,0.042
fibula,male,both,0.6714886,0.788,0.042
fibula,male,both,0.6815539,0.788,0.031
fibula,male,both,0.7162017,0.769,0.031
fibula,male,both,0.7493718,0.769,0.021
fibula,male,both,0.7560073,0.75,0.021
fibula,male,both,0.7823791,0.75,0.01
fibula,male,both,0.8136708,0.731,0.01
fibula,male,both,0.8311922,0.712,0.01
fibula,male,both,0.8512098,0.712,0
fibula,male,both,0.871413,0.692,0
fibula,male,both,0.88692,0.673,0
fibula,male,both,0.8990976,0.654,0
fibula,male,both,0.91264,0.635,0
fibula,male,both,0.9194522,0.615,0
fibula,male,both,0.922045,0.596,0
fibula,male,both,0.9273854,0.577,0
fibula,male,both,0.9374153,0.558,0
fibula,male,both,0.9435898,0.538,0
fibula,male,both,0.9438211,0.519,0
fibula,male,both,0.944519,0.5,0
fibula,male,both,0.9456263,0.481,0
fibula,male,both,0.9481643,0.462,0
fibula,male,both,0.950726,0.442,0
fibula,male,both,0.9513224,0.423,0
fibula,male,both,0.9522741,0.404,0
fibula,male,both,0.9540972,0.385,0
fibula,male,both,0.9563603,0.365,0
fibula,male,both,0.9602649,0.346,0
fibula,male,both,0.9629767,0.327,0
fibula,male,both,0.9638943,0.308,0
fibula,male,both,0.9654993,0.288,0
fibula,male,both,0.966468,0.269,0
fibula,male,both,0.9679589,0.25,0
fibula,male,both,0.9701975,0.231,0
fibula,male,both,0.9713522,0.212,0
fibula,male,both,0.971835,0.192,0
fibula,male,both,0.9737186,0.173,0
fibula,male,both,0.9758829,0.154,0
fibula,male,both,0.9797257,0.135,0
fibula,male,both,0.9833997,0.115,0
fibula,male,both,0.984998,0.096,0
fibula,male,both,0.9867515,0.077,0
fibula,male,both,0.9874188,0.058,0
fibula,male,both,0.9885667,0.038,0
fibula,male,both,0.990767,0.019,0
fibula,male,both,1,0,0
humerus,male,mean,0,1,1
humerus,male,mean,0,1,0.991
humerus,male,mean,0,1,0.981
humerus,male,mean,0,1,0.972
humerus,male,mean,0,1,0.963
humerus,male,mean,0,1,0.954
humerus,male,mean,0,1,0.944
humerus,male,mean,0.0000002,1,0.935
humerus,male,mean,0.0000003,1,0.926
humerus,male,mean,0.0000004,1,0.917
humerus,male,mean,0.0000008,1,0.907
humerus,male,mean,0.0000012,1,0.898
humerus,male,mean,0.0000015,1,0.889
humerus,male,mean,0.0000025,1,0.88
humerus,male,mean,0.0000045,1,0.87
humerus,male,mean,0.0000057,1,0.861
humerus,male,mean,0.0000066,1,0.852
humerus,male,mean,0.0000091,1,0.843
humerus,male,mean,0.000011,1,0.833
humerus,male,mean,0.0000126,1,0.824
humerus,male,mean,0.000016,1,0.815
humerus,male,mean,0.0000182,1,0.806
humerus,male,mean,0.0000206,1,0.796
humerus,male,mean,0.000027,1,0.787
humerus,male,mean,0.0000329,1,0.778
humerus,male,mean,0.0000367,1,0.769
humerus,male,mean,0.0000405,0.981,0.769
humerus,male,mean,0.0000424,0.981,0.759
humerus,male,mean,0.0000439,0.981,0.75
humerus,male,mean,0.0000504,0.981,0.741
humerus,male,mean,0.0000565,0.981,0.731
humerus,male,mean,0.0000622,0.981,0.722
humerus,male,mean,0.0000702,0.981,0.713
humerus,male,mean,0.0000753,0.981,0.704
humerus,male,mean,0.0000922,0.981,0.694
humerus,male,mean,0.0001105,0.981,0.685
humerus,male,mean,0.0001237,0.981,0.676
humerus,male,mean,0.0001489,0.981,0.667
humerus,male,mean,0.0001925,0.981,0.657
humerus,male,mean,0.0002215,0.981,0.648
humerus,male,mean,0.0002225,0.981,0.639
humerus,male,mean,0.0002507,0.981,0.63
humerus,male,mean,0.0002981,0.981,0.62
humerus,male,mean,0.0003678,0.981,0.611
humerus,male,mean,0.0007347,0.981,0.602
humerus,male,mean,0.0010601,0.981,0.593
humerus,male,mean,0.001083,0.981,0.583
humerus,male,mean,0.0011091,0.981,0.574
humerus,male,mean,0.0011304,0.981,0.565
humerus,male,mean,0.0012377,0.981,0.556
humerus,male,mean,0.0013497,0.981,0.546
humerus,male,mean,0.0014162,0.981,0.537
humerus,male,mean,0.0017876,0.981,0.528
humerus,male,mean,0.0022262,0.981,0.519
humerus,male,mean,0.0028241,0.981,0.509
humerus,male,mean,0.0036237,0.981,0.5
humerus,male,mean,0.0041161,0.981,0.491
humerus,male,mean,0.0045264,0.981,0.481
humerus,male,mean,0.0050483,0.981,0.472
humerus,male,mean,0.0056692,0.981,0.463
humerus,male,mean,0.0062079,0.981,0.454
humerus,male,mean,0.0065938,0.981,0.444
humerus,male,mean,0.0070417,0.981,0.435
humerus,male,mean,0.0074894,0.981,0.426
humerus,male,mean,0.0080229,0.981,0.417
humerus,male,mean,0.0085807,0.981,0.407
humerus,male,mean,0.0088092,0.981,0.398
humerus,male,mean,0.0091976,0.981,0.389
humerus,male,mean,0.009711,0.981,0.38
humerus,male,mean,0.0111695,0.981,0.37
humerus,male,mean,0.0128108,0.981,0.361
humerus,male,mean,0.0133635,0.981,0.352
humerus,male,mean,0.014207,0.981,0.343
humerus,male,mean,0.0163757,0.981,0.333
humerus,male,mean,0.0182923,0.981,0.324
humerus,male,mean,0.0201457,0.981,0.315
humerus,male,mean,0.0223976,0.981,0.306
humerus,male,mean,0.0232371,0.981,0.296
humerus,male,mean,0.0247196,0.981,0.287
humerus,male,mean,0.0346635,0.981,0.278
humerus,male,mean,0.0465467,0.981,0.269
humerus,male,mean,0.0515753,0.981,0.259
humerus,male,mean,0.0535109,0.981,0.25
humerus,male,mean,0.0543433,0.981,0.241
humerus,male,mean,0.0578422,0.981,0.231
humerus,male,mean,0.0616376,0.981,0.222
humerus,male,mean,0.0627904,0.981,0.213
humerus,male,mean,0.0769873,0.981,0.204
humerus,male,mean,0.1067154,0.981,0.194
humerus,male,mean,0.1249233,0.981,0.185
humerus,male,mean,0.1337703,0.981,0.176
humerus,male,mean,0.1407093,0.981,0.167
humerus,male,mean,0.1423258,0.981,0.157
humerus,male,mean,0.1450918,0.981,0.148
humerus,male,mean,0.1529398,0.981,0.139
humerus,male,mean,0.1599035,0.962,0.139
humerus,male,mean,0.1692475,0.962,0.13
humerus,male,mean,0.1904455,0.962,0.12
humerus,male,mean,0.2033346,0.962,0.111
humerus,male,mean,0.209173,0.962,0.102
humerus,male,mean,0.2222541,0.962,0.093
humerus,male,mean,0.2340709,0.962,0.083
humerus,male,mean,0.2777453,0.962,0.074
humerus,male,mean,0.3205711,0.962,0.065
humerus,male,mean,0.3906666,0.962,0.056
humerus,male,mean,0.4658135,0.943,0.056
humerus,male,mean,0.4748749,0.943,0.046
humerus,male,mean,0.50416,0.943,0.037
humerus,male,mean,0.5388988,0.925,0.037
humerus,male,mean,0.5631243,0.925,0.028
humerus,male,mean,0.6118269,0.925,0.019
humerus,male,mean,0.6520606,0.906,0.019
humerus,male,mean,0.6634658,0.887,0.019
humerus,male,mean,0.6734357,0.887,0.009
humerus,male,mean,0.6849677,0.868,0.009
humerus,male,mean,0.6928819,0.849,0.009
humerus,male,mean,0.6987035,0.83,0.009
humerus,male,mean,0.7346828,0.811,0.009
humerus,male,mean,0.7704954,0.792,0.009
humerus,male,mean,0.7811019,0.774,0.009
humerus,male,mean,0.8237378,0.755,0.009
humerus,male,mean,0.8596991,0.736,0.009
humerus,male,mean,0.862668,0.717,0.009
humerus,male,mean,0.8695336,0.698,0.009
humerus,male,mean,0.8778955,0.698,0
humerus,male,mean,0.8829398,0.679,0
humerus,male,mean,0.8904322,0.66,0
humerus,male,mean,0.8954266,0.642,0
humerus,male,mean,0.9004041,0.623,0
humerus,male,mean,0.9050246,0.604,0
humerus,male,mean,0.9123791,0.585,0
humerus,male,mean,0.9266538,0.566,0
humerus,male,mean,0.9355785,0.547,0
humerus,male,mean,0.941182,0.528,0
humerus,male,mean,0.9515158,0.509,0
humerus,male,mean,0.9590996,0.491,0
humerus,male,mean,0.9609396,0.472,0
humerus,male,mean,0.9624001,0.453,0
humerus,male,mean,0.9653456,0.434,0
humerus,male,mean,0.9698299,0.415,0
humerus,male,mean,0.9729908,0.396,0
humerus,male,mean,0.9735179,0.377,0
humerus,male,mean,0.9742603,0.358,0
humerus,male,mean,0.9759718,0.34,0
humerus,male,mean,0.9772224,0.321,0
humerus,male,mean,0.977647,0.302,0
humerus,male,mean,0.9787173,0.283,0
humerus,male,mean,0.9797482,0.264,0
humerus,male,mean,0.9799798,0.245,0
humerus,male,mean,0.9802526,0.226,0
humerus,male,mean,0.9807248,0.208,0
humerus,male,mean,0.9815793,0.189,0
humerus,male,mean,0.9830645,0.17,0
humerus,male,mean,0.9849567,0.151,0
humerus,male,mean,0.986632,0.132,0
humerus,male,mean,0.9873496,0.113,0
humerus,male,mean,0.9875683,0.094,0
humerus,male,mean,0.9892641,0.075,0
humerus,male,mean,0.9910618,0.057,0
humerus,male,mean,0.9918714,0.038,0
humerus,male,mean,0.992431,0.019,0
humerus,male,mean,1,0,0
humerus,male,sd,0,1,1
humerus,male,sd,0,1,0.991
humerus,male,sd,0,1,0.981
humerus,male,sd,0,1,0.972
humerus,male,sd,0,1,0.963
humerus,male,sd,0.0000001,1,0.954
humerus,male,sd,0.0000001,1,0.944
humerus,male,sd,0.0000001,1,0.935
humerus,male,sd,0.0000002,1,0.926
humerus,male,sd,0.0000003,1,0.917
humerus,male,sd,0.0000004,1,0.907
humerus,male,sd,0.0000005,1,0.898
humerus,male,sd,0.000001,1,0.889
humerus,male,sd,0.0000015,1,0.88
humerus,male,sd,0.0000018,1,0.87
humerus,male,sd,0.0000019,1,0.861
humerus,male,sd,0.0000023,1,0.852
humerus,male,sd,0.0000029,1,0.843
humerus,male,sd,0.0000035,1,0.833
humerus,male,sd,0.0000047,1,0.824
humerus,male,sd,0.0000065,1,0.815
humerus,male,sd,0.0000079,1,0.806
humerus,male,sd,0.0000082,1,0.796
humerus,male,sd,0.0000097,1,0.787
humerus,male,sd,0.0000135,1,0.778
humerus,male,sd,0.0000176,0.981,0.778
humerus,male,sd,0.00002,0.981,0.769
humerus,male,sd,0.000023,0.981,0.759
humerus,male,sd,0.0000271,0.981,0.75
humerus,male,sd,0.0000329,0.981,0.741
humerus,male,sd,0.0000469,0.981,0.731
humerus,male,sd,0.0000579,0.981,0.722
humerus,male,sd,0.0000636,0.981,0.713
humerus,male,sd,0.0000688,0.981,0.704
humerus,male,sd,0.000075,0.981,0.694
humerus,male,sd,0.0001093,0.981,0.685
humerus,male,sd,0.0001394,0.981,0.676
humerus,male,sd,0.0001753,0.981,0.667
humerus,male,sd,0.0002224,0.981,0.657
humerus,male,sd,0.0002436,0.981,0.648
humerus,male,sd,0.00028,0.981,0.639
humerus,male,sd,0.0003146,0.981,0.63
humerus,male,sd,0.0004964,0.981,0.62
humerus,male,sd,0.0006889,0.981,0.611
humerus,male,sd,0.0007568,0.981,0.602
humerus,male,sd,0.0008452,0.981,0.593
humerus,male,sd,0.0009077,0.981,0.583
humerus,male,sd,0.0009645,0.981,0.574
humerus,male,sd,0.0012536,0.981,0.565
humerus,male,sd,0.0015813,0.981,0.556
humerus,male,sd,0.0016875,0.981,0.546
humerus,male,sd,0.0019178,0.981,0.537
humerus,male,sd,0.0021955,0.981,0.528
humerus,male,sd,0.0025788,0.981,0.519
humerus,male,sd,0.0029124,0.981,0.509
humerus,male,sd,0.0029507,0.981,0.5
humerus,male,sd,0.0033882,0.981,0.491
humerus,male,sd,0.004573,0.981,0.481
humerus,male,sd,0.0057046,0.981,0.472
humerus,male,sd,0.0072357,0.981,0.463
humerus,male,sd,0.0086581,0.981,0.454
humerus,male,sd,0.0091528,0.981,0.444
humerus,male,sd,0.0118864,0.981,0.435
humerus,male,sd,0.0149079,0.981,0.426
humerus,male,sd,0.0172275,0.981,0.417
humerus,male,sd,0.0206907,0.981,0.407
humerus,male,sd,0.0228557,0.981,0.398
humerus,male,sd,0.0235154,0.981,0.389
humerus,male,sd,0.0238014,0.981,0.38
humerus,male,sd,0.02409,0.981,0.37
humerus,male,sd,0.0245741,0.981,0.361
humerus,male,sd,0.0249574,0.981,0.352
humerus,male,sd,0.0252881,0.981,0.343
humerus,male,sd,0.0256224,0.981,0.333
humerus,male,sd,0.0263838,0.981,0.324
humerus,male,sd,0.0286299,0.981,0.315
humerus,male,sd,0.0334889,0.981,0.306
humerus,male,sd,0.0368839,0.981,0.296
humerus,male,sd,0.0392207,0.981,0.287
humerus,male,sd,0.0445656,0.981,0.278
humerus,male,sd,0.0493092,0.981,0.269
humerus,male,sd,0.0590824,0.981,0.259
humerus,male,sd,0.0673463,0.962,0.259
humerus,male,sd,0.0717762,0.962,0.25
humerus,male,sd,0.0791424,0.962,0.241
humerus,male,sd,0.0822483,0.962,0.231
humerus,male,sd,0.0824149,0.962,0.222
humerus,male,sd,0.0845505,0.962,0.213
humerus,male,sd,0.0903487,0.962,0.204
humerus,male,sd,0.1156518,0.962,0.194
humerus,male,sd,0.1494137,0.962,0.185
humerus,male,sd,0.1866613,0.962,0.176
humerus,male,sd,0.2128003,0.962,0.167
humerus,male,sd,0.2179338,0.962,0.157
humerus,male,sd,0.226268,0.962,0.148
humerus,male,sd,0.2371746,0.962,0.139
humerus,male,sd,0.2537122,0.962,0.13
humerus,male,sd,0.2663218,0.962,0.12
humerus,male,sd,0.2782256,0.962,0.111
humerus,male,sd,0.3190887,0.962,0.102
humerus,male,sd,0.3545696,0.962,0.093
humerus,male,sd,0.3878443,0.962,0.083
humerus,male,sd,0.4301861,0.943,0.083
humerus,male,sd,0.4562789,0.943,0.074
humerus,male,sd,0.4968845,0.943,0.065
humerus,male,sd,0.5435901,0.943,0.056
humerus,male,sd,0.5679527,0.943,0.046
humerus,male,sd,0.5794112,0.943,0.037
humerus,male,sd,0.5873461,0.943,0.028
humerus,male,sd,0.6024235,0.925,0.028
humerus,male,sd,0.6220257,0.906,0.028
humerus,male,sd,0.6334361,0.887,0.028
humerus,male,sd,0.6419323,0.868,0.028
humerus,male,sd,0.6521221,0.868,0.019
humerus,male,sd,0.6769528,0.849,0.019
humerus,male,sd,0.7119347,0.849,0.009
humerus,male,sd,0.7298586,0.83,0.009
humerus,male,sd,0.7339473,0.811,0.009
humerus,male,sd,0.737741,0.792,0.009
humerus,male,sd,0.7392241,0.774,0.009
humerus,male,sd,0.7454256,0.755,0.009
humerus,male,sd,0.7603036,0.736,0.009
humerus,male,sd,0.7713032,0.717,0.009
humerus,male,sd,0.7756623,0.698,0.009
humerus,male,sd,0.7789105,0.679,0.009
humerus,male,sd,0.8017627,0.66,0.009
humerus,male,sd,0.8310071,0.642,0.009
humerus,male,sd,0.8401449,0.642,0
humerus,male,sd,0.8437641,0.623,0
humerus,male,sd,0.8453737,0.604,0
humerus,male,sd,0.8476983,0.585,0
humerus,male,sd,0.8534761,0.566,0
humerus,male,sd,0.8610765,0.547,0
humerus,male,sd,0.8665636,0.528,0
humerus,male,sd,0.8779258,0.509,0
humerus,male,sd,0.8917106,0.491,0
humerus,male,sd,0.9054726,0.472,0
humerus,male,sd,0.9165486,0.453,0
humerus,male,sd,0.9200552,0.434,0
humerus,male,sd,0.9228693,0.415,0
humerus,male,sd,0.9246176,0.396,0
humerus,male,sd,0.9259985,0.377,0
humerus,male,sd,0.928782,0.358,0
humerus,male,sd,0.9406797,0.34,0
humerus,male,sd,0.9509674,0.321,0
humerus,male,sd,0.9528136,0.302,0
humerus,male,sd,0.9550388,0.283,0
humerus,male,sd,0.9574024,0.264,0
humerus,male,sd,0.9587888,0.245,0
humerus,male,sd,0.9604457,0.226,0
humerus,male,sd,0.9623716,0.208,0
humerus,male,sd,0.963708,0.189,0
humerus,male,sd,0.9648118,0.17,0
humerus,male,sd,0.9654202,0.151,0
humerus,male,sd,0.9661271,0.132,0
humerus,male,sd,0.9667354,0.113,0
humerus,male,sd,0.9689885,0.094,0
humerus,male,sd,0.9712373,0.075,0
humerus,male,sd,0.9725905,0.057,0
humerus,male,sd,0.9748782,0.038,0
humerus,male,sd,0.9762468,0.019,0
humerus,male,sd,1,0,0
humerus,male,both,0,1,1
humerus,male,both,0,1,0.991
humerus,male,both,0,1,0.981
humerus,male,both,0,1,0.972
humerus,male,both,0,1,0.963
humerus,male,both,0,1,0.954
humerus,male,both,0,1,0.944
humerus,male,both,0.0000001,1,0.935
humerus,male,both,0.0000003,1,0.926
humerus,male,both,0.0000004,1,0.917
humerus,male,both,0.0000007,1,0.907
humerus,male,both,0.000001,1,0.898
humerus,male,both,0.0000014,1,0.889
humerus,male,both,0.0000029,1,0.88
humerus,male,both,0.0000044,1,0.87
humerus,male,both,0.0000051,1,0.861
humerus,male,both,0.0000074,1,0.852
humerus,male,both,0.0000098,1,0.843
humerus,male,both,0.0000108,1,0.833
humerus,male,both,0.0000129,1,0.824
humerus,male,both,0.0000151,1,0.815
humerus,male,both,0.0000174,1,0.806
humerus,male,both,0.0000202,1,0.796
humerus,male,both,0.0000278,1,0.787
humerus,male,both,0.000035,1,0.778
humerus,male,both,0.0000372,1,0.769
humerus,male,both,0.0000399,1,0.759
humerus,male,both,0.0000416,1,0.75
humerus,male,both,0.0000424,0.981,0.75
humerus,male,both,0.0000474,0.981,0.741
humerus,male,both,0.0000528,0.981,0.731
humerus,male,both,0.0000552,0.981,0.722
humerus,male,both,0.0000604,0.981,0.713
humerus,male,both,0.0000658,0.981,0.704
humerus,male,both,0.0000999,0.981,0.694
humerus,male,both,0.0001456,0.981,0.685
humerus,male,both,0.0001597,0.981,0.676
humerus,male,both,0.0001674,0.981,0.667
humerus,male,both,0.0001754,0.981,0.657
humerus,male,both,0.0001773,0.981,0.648
humerus,male,both,0.0001908,0.981,0.639
humerus,male,both,0.0002139,0.981,0.63
humerus,male,both,0.0002718,0.981,0.62
humerus,male,both,0.0003812,0.981,0.611
humerus,male,both,0.0006218,0.981,0.602
humerus,male,both,0.0008669,0.981,0.593
humerus,male,both,0.000936,0.981,0.583
humerus,male,both,0.0009441,0.981,0.574
humerus,male,both,0.0009916,0.981,0.565
humerus,male,both,0.0010522,0.981,0.556
humerus,male,both,0.0010746,0.981,0.546
humerus,male,both,0.0011623,0.981,0.537
humerus,male,both,0.0016367,0.981,0.528
humerus,male,both,0.0020663,0.981,0.519
humerus,male,both,0.002489,0.981,0.509
humerus,male,both,0.0028738,0.981,0.5
humerus,male,both,0.0031117,0.981,0.491
humerus,male,both,0.0037396,0.981,0.481
humerus,male,both,0.0046013,0.981,0.472
humerus,male,both,0.0051149,0.981,0.463
humerus,male,both,0.0053094,0.981,0.454
humerus,male,both,0.0055655,0.981,0.444
humerus,male,both,0.0058286,0.981,0.435
humerus,male,both,0.0061995,0.981,0.426
humerus,male,both,0.0065153,0.981,0.417
